Airport.Code,City,State,Airport,Month,MonthNumber,Quarter,Year,Date,Carrier Delays Count,Late Aircraft Delays Count,National Aviation System Delays Count,Security Delays Count,Weather Delays Count,Carriers.Total,Flights Cancelled Count,Flights Delayed Count,Flights Diverted Count,Flights On Time Count,Flights Total Count,Minutes Delayed Carrier,Minutes Delayed Late Aircraft,Minutes Delayed.National Aviation System,Minutes Delayed Security,Minutes Delayed Weather,Minutes Delayed Total
MCO,Orlando, FL, Orlando International,November,11,Q4,2009,40118,363,399,315,1,4,12,24,1085,4,8493,9606,17038,21268,9386,18,383,48093
MDW,Chicago, IL, Chicago Midway International,November,11,Q4,2009,40118,193,274,104,0,1,8,31,572,3,6362,6968,8366,12493,3332,8,46,24245
MIA,Miami, FL, Miami International,November,11,Q4,2009,40118,271,231,241,0,7,11,19,753,9,4401,5182,18499,13695,7499,6,734,40433
MSP,Minneapolis, MN, Minneapolis-St Paul International,November,11,Q4,2009,40118,246,194,209,2,9,14,31,660,5,8413,9109,16298,9615,5523,46,435,31917
ORD,Chicago, IL, Chicago O'Hare International,November,11,Q4,2009,40118,674,624,652,1,37,15,150,1991,15,22769,24925,45788,31864,19589,34,3120,100395
PDX,Portland, OR, Portland International,November,11,Q4,2009,40118,112,90,68,2,10,12,8,283,1,3690,3982,6526,5121,2244,37,824,14752
PHL,Philadelphia, PA, Philadelphia International,November,11,Q4,2009,40118,206,187,759,1,51,14,48,1203,10,5932,7193,13641,10776,44071,22,4745,73255
PHX,Phoenix, AZ, Phoenix Sky Harbor International,November,11,Q4,2009,40118,406,292,253,4,10,15,79,965,7,13641,14692,23089,14599,6795,140,552,45175
SAN,San Diego, CA, San Diego International,November,11,Q4,2009,40118,223,170,97,2,20,14,54,508,45,5764,6371,9985,8199,2833,74,1257,22348
SEA,Seattle, WA, Seattle/Tacoma International,November,11,Q4,2009,40118,247,185,205,0,8,13,28,643,6,6914,7591,12266,10352,5449,13,354,28434
SFO,San Francisco, CA, San Francisco International,November,11,Q4,2009,40118,260,326,536,1,13,14,82,1138,6,9710,10936,15876,20839,31884,25,865,69489
SLC,Salt Lake City, UT, Salt Lake City International,November,11,Q4,2009,40118,173,221,183,3,13,12,47,593,10,9262,9912,10609,10619,4953,57,743,26981
TPA,Tampa, FL, Tampa International,November,11,Q4,2009,40118,242,246,185,1,5,12,14,677,5,4753,5449,10494,12544,5095,15,242,28390
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,December,12,Q4,2009,40148,1543,2789,5060,10,260,16,778,9660,28,23656,34122,115049,189980,236641,543,21141,563354
BOS,Boston, MA, Logan International,December,12,Q4,2009,40148,511,651,546,0,89,16,345,1799,12,6577,8733,28440,41993,24795,27,6069,101324
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,December,12,Q4,2009,40148,464,901,404,7,79,12,332,1853,24,6055,8264,23901,51591,19870,222,9522,105106
CLT,Charlotte, NC, Charlotte Douglas International,December,12,Q4,2009,40148,626,499,1079,5,88,14,282,2297,8,7287,9874,35251,27238,41347,115,8412,112363
DCA,Washington, DC, Ronald Reagan Washington National,December,12,Q4,2009,40148,351,401,361,2,80,14,411,1198,73,4642,6324,19839,25583,15585,57,6810,67874
DEN,Denver, CO, Denver International,December,12,Q4,2009,40148,992,1885,1359,10,199,14,397,4442,13,14212,19064,57663,117888,48462,399,14402,238814
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,December,12,Q4,2009,40148,1038,2166,1759,12,260,14,762,5232,83,16396,22473,76316,129527,82808,482,21913,311046
DTW,Detroit, MI, Detroit Metro Wayne County,December,12,Q4,2009,40148,767,933,1111,9,98,15,314,2916,15,9562,12807,52655,55989,38995,275,7945,155859
EWR,Newark, NJ, Newark Liberty International,December,12,Q4,2009,40148,323,676,2080,7,108,13,448,3192,17,5929,9586,23842,51570,132377,372,9624,217785
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,December,12,Q4,2009,40148,604,558,678,14,59,11,115,1914,23,3787,5839,27600,36084,24399,351,4530,92964
IAD,Washington, DC, Washington Dulles International,December,12,Q4,2009,40148,440,306,314,1,58,13,357,1120,10,3875,5362,25984,20035,14904,73,5233,66229
JFK,New York, NY, John F. Kennedy International,December,12,Q4,2009,40148,516,764,944,4,110,9,500,2338,21,6995,9854,37350,52546,53707,292,12227,156122
LAS,Las Vegas, NV, McCarran International,December,12,Q4,2009,40148,725,1132,747,8,88,14,153,2700,13,9366,12232,35772,63055,28081,300,5933,133141
LAX,Los Angeles, CA, Los Angeles International,December,12,Q4,2009,40148,981,1353,1168,14,138,15,252,3655,19,12342,16268,58039,75114,40830,758,10019,184760
LGA,New York, NY, LaGuardia,December,12,Q4,2009,40148,410,526,837,1,129,15,380,1900,13,5598,7891,22780,33030,37624,201,11067,104702
MCO,Orlando, FL, Orlando International,December,12,Q4,2009,40148,878,1042,1021,14,91,12,172,3046,12,7128,10358,43376,66321,35585,414,7559,153255
MDW,Chicago, IL, Chicago Midway International,December,12,Q4,2009,40148,466,813,520,12,116,8,146,1926,82,5019,7173,20999,44959,23645,345,9555,99503
MIA,Miami, FL, Miami International,December,12,Q4,2009,40148,506,488,608,16,98,10,110,1716,13,3931,5770,28295,33068,21611,523,7262,90759
MSP,Minneapolis, MN, Minneapolis-St Paul International,December,12,Q4,2009,40148,569,774,718,7,105,15,265,2172,16,6947,9400,34246,45271,27781,215,6899,114412
ORD,Chicago, IL, Chicago O'Hare International,December,12,Q4,2009,40148,1247,2294,3520,17,263,15,1399,7340,26,16951,25716,100859,171765,253846,932,23749,551151
PDX,Portland, OR, Portland International,December,12,Q4,2009,40148,283,394,217,2,25,12,40,924,8,3233,4205,14383,22417,7512,70,2212,46594
PHL,Philadelphia, PA, Philadelphia International,December,12,Q4,2009,40148,399,560,737,4,90,14,398,1791,33,5203,7425,24835,36685,44154,115,9120,114909
PHX,Phoenix, AZ, Phoenix Sky Harbor International,December,12,Q4,2009,40148,891,1067,1012,13,129,15,242,3112,41,12222,15617,46753,58233,32067,429,8829,146311
SAN,San Diego, CA, San Diego International,December,12,Q4,2009,40148,424,624,427,6,46,14,103,1530,27,4901,6561,19155,32122,15637,175,3046,70135
SEA,Seattle, WA, Seattle/Tacoma International,December,12,Q4,2009,40148,424,511,361,5,52,13,45,1355,4,6424,7828,22049,31539,11930,244,3809,69571
SFO,San Francisco, CA, San Francisco International,December,12,Q4,2009,40148,515,969,1566,9,106,14,255,3168,16,7963,11402,33799,64193,96969,316,8607,203884
SLC,Salt Lake City, UT, Salt Lake City International,December,12,Q4,2009,40148,572,1171,911,6,86,12,190,2748,18,7378,10334,32698,67431,32883,195,6882,140089
TPA,Tampa, FL, Tampa International,December,12,Q4,2009,40148,539,573,563,10,55,12,86,1739,6,4112,5943,26821,34371,20001,244,5539,86976
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,January,1,Q1,2010,40179,1176,1837,2648,9,234,15,1148,5908,74,26599,33729,103263,114573,144184,303,22850,385173
BOS,Boston, MA, Logan International,January,1,Q1,2010,40179,505,514,895,8,63,15,279,1989,9,6635,8912,29853,36329,43836,995,5330,116343
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,January,1,Q1,2010,40179,435,647,414,7,48,12,117,1549,6,6263,7935,18764,32665,13217,441,2664,67751
CLT,Charlotte, NC, Charlotte Douglas International,January,1,Q1,2010,40179,524,414,809,5,58,14,325,1813,3,7723,9864,28438,24802,25401,268,4673,83586
DCA,Washington, DC, Ronald Reagan Washington National,January,1,Q1,2010,40179,350,261,405,8,39,12,230,1063,16,5060,6369,16821,15292,14052,686,3184,50035
DEN,Denver, CO, Denver International,January,1,Q1,2010,40179,682,1134,751,13,103,13,307,2680,36,15976,18999,38660,66117,26401,372,9628,141178
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,January,1,Q1,2010,40179,741,1519,1116,10,166,14,590,3550,97,18319,22556,55274,83668,41164,417,12783,193306
DTW,Detroit, MI, Detroit Metro Wayne County,January,1,Q1,2010,40179,695,777,1240,17,64,15,288,2793,21,9636,12738,50806,45519,40111,660,4759,141855
EWR,Newark, NJ, Newark Liberty International,January,1,Q1,2010,40179,298,452,1705,9,62,11,225,2528,17,6601,9371,21373,32522,104937,307,5750,164889
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,January,1,Q1,2010,40179,421,386,423,9,35,10,48,1276,5,4421,5750,21321,25319,15062,569,2665,64936
IAD,Washington, DC, Washington Dulles International,January,1,Q1,2010,40179,425,262,357,3,54,13,132,1098,4,4504,5738,24644,18601,16229,83,3925,63482
JFK,New York, NY, John F. Kennedy International,January,1,Q1,2010,40179,461,477,1009,3,58,8,210,2007,18,7327,9562,33727,35415,59514,193,4654,133503
LAS,Las Vegas, NV, McCarran International,January,1,Q1,2010,40179,466,710,539,16,118,13,131,1852,17,9915,11915,25342,39775,34099,792,10640,110648
LAX,Los Angeles, CA, Los Angeles International,January,1,Q1,2010,40179,672,1077,791,20,64,14,314,2626,20,13104,16064,39186,65439,26588,1236,3986,136435
LGA,New York, NY, LaGuardia,January,1,Q1,2010,40179,398,344,713,3,81,14,363,1537,42,6103,8045,24508,20657,40465,103,6497,92230
MCO,Orlando, FL, Orlando International,January,1,Q1,2010,40179,621,641,693,13,41,11,85,2012,8,7957,10062,32181,39145,24000,903,2139,98368
MDW,Chicago, IL, Chicago Midway International,January,1,Q1,2010,40179,348,517,350,8,54,7,173,1276,16,5243,6708,15320,26151,12491,193,2753,56908
MIA,Miami, FL, Miami International,January,1,Q1,2010,40179,402,383,472,8,52,9,96,1317,4,4411,5828,24580,21631,14909,946,3111,65177
MSP,Minneapolis, MN, Minneapolis-St Paul International,January,1,Q1,2010,40179,503,451,548,8,41,12,182,1549,9,7588,9328,33579,26934,17281,251,3839,81884
ORD,Chicago, IL, Chicago O'Hare International,January,1,Q1,2010,40179,1028,1760,2198,7,170,14,927,5164,20,19349,25460,73601,105689,86900,232,13279,279701
PDX,Portland, OR, Portland International,January,1,Q1,2010,40179,171,265,85,5,13,11,38,537,2,3465,4042,8229,14993,2410,117,562,26311
PHL,Philadelphia, PA, Philadelphia International,January,1,Q1,2010,40179,377,359,636,9,45,12,176,1424,20,5487,7107,20112,21664,25514,263,2894,70447
PHX,Phoenix, AZ, Phoenix Sky Harbor International,January,1,Q1,2010,40179,603,674,524,12,68,14,444,1878,86,12879,15287,31672,36807,17150,412,4481,90522
SAN,San Diego, CA, San Diego International,January,1,Q1,2010,40179,306,384,229,6,37,13,136,963,30,5209,6338,13933,19421,8345,631,2051,44381
SEA,Seattle, WA, Seattle/Tacoma International,January,1,Q1,2010,40179,286,363,253,9,28,12,55,940,4,6349,7348,15668,21770,7439,663,1809,47349
SFO,San Francisco, CA, San Francisco International,January,1,Q1,2010,40179,359,904,2184,6,103,13,446,3555,42,7236,11279,25773,71333,150748,501,8149,256504
SLC,Salt Lake City, UT, Salt Lake City International,January,1,Q1,2010,40179,387,602,498,6,60,11,147,1554,20,8731,10452,21916,31383,14336,166,4483,72284
TPA,Tampa, FL, Tampa International,January,1,Q1,2010,40179,394,366,340,6,21,11,59,1128,5,4537,5729,19367,21944,11923,342,2022,55598
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,February,2,Q1,2010,40210,1194,2204,2826,9,324,15,2226,6557,24,22446,31253,90288,164040,129234,264,35073,418899
BOS,Boston, MA, Logan International,February,2,Q1,2010,40210,482,504,857,1,76,14,785,1918,23,5692,8418,26826,34300,49510,54,7124,117814
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,February,2,Q1,2010,40210,321,498,350,5,69,13,1352,1242,34,4693,7321,18241,28243,16036,175,4829,67524
CLT,Charlotte, NC, Charlotte Douglas International,February,2,Q1,2010,40210,387,459,682,6,52,13,414,1586,3,6878,8881,21370,23878,23481,246,6009,74984
DCA,Washington, DC, Ronald Reagan Washington National,February,2,Q1,2010,40210,271,235,284,7,46,12,1346,842,10,3763,5961,15095,13126,10265,329,3886,42701
DEN,Denver, CO, Denver International,February,2,Q1,2010,40210,604,1284,809,7,54,12,383,2758,9,14663,17813,30234,71402,25427,261,3572,130896
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,February,2,Q1,2010,40210,763,1696,1347,11,192,14,1303,4011,73,15174,20561,55643,98603,46372,437,16266,217321
DTW,Detroit, MI, Detroit Metro Wayne County,February,2,Q1,2010,40210,747,1127,1161,7,70,14,635,3114,9,7873,11631,53795,76799,40496,233,5432,176755
EWR,Newark, NJ, Newark Liberty International,February,2,Q1,2010,40210,230,437,1113,9,74,11,1195,1865,11,5649,8720,15190,26196,56546,266,8187,106385
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,February,2,Q1,2010,40210,408,433,495,6,46,10,252,1389,11,3749,5401,21345,29154,20674,214,3287,74674
IAD,Washington, DC, Washington Dulles International,February,2,Q1,2010,40210,270,349,301,2,31,12,962,953,17,3509,5441,16243,22901,12502,111,3563,55320
JFK,New York, NY, John F. Kennedy International,February,2,Q1,2010,40210,502,529,796,1,86,9,887,1914,15,6078,8894,31286,37041,39006,46,9273,116652
LAS,Las Vegas, NV, McCarran International,February,2,Q1,2010,40210,446,605,326,5,46,13,194,1429,15,9098,10736,21197,32021,11237,232,2964,67651
LAX,Los Angeles, CA, Los Angeles International,February,2,Q1,2010,40210,653,947,568,11,63,14,373,2244,25,12158,14800,38213,51899,18321,272,3955,112660
LGA,New York, NY, LaGuardia,February,2,Q1,2010,40210,342,330,691,1,85,15,1052,1449,59,4888,7448,20171,23357,44497,40,8045,96110
MCO,Orlando, FL, Orlando International,February,2,Q1,2010,40210,683,711,895,14,68,11,415,2371,2,6655,9443,34245,47348,32077,392,6095,120157
MDW,Chicago, IL, Chicago Midway International,February,2,Q1,2010,40210,241,402,200,7,31,7,396,881,32,4678,5987,11128,22333,7420,199,2161,43241
MIA,Miami, FL, Miami International,February,2,Q1,2010,40210,392,371,495,4,65,9,222,1325,20,3757,5324,25999,23222,19151,101,3953,72426
MSP,Minneapolis, MN, Minneapolis-St Paul International,February,2,Q1,2010,40210,521,537,685,10,97,13,277,1851,13,6821,8962,39479,32857,28496,290,8826,109948
ORD,Chicago, IL, Chicago O'Hare International,February,2,Q1,2010,40210,763,1645,2578,7,134,14,1174,5123,30,17410,23737,61463,101594,131522,234,11878,306691
PDX,Portland, OR, Portland International,February,2,Q1,2010,40210,155,218,89,5,9,11,39,478,4,3212,3733,7091,11471,2592,175,718,22047
PHL,Philadelphia, PA, Philadelphia International,February,2,Q1,2010,40210,285,392,676,5,71,13,1023,1428,29,4095,6575,16647,24028,29998,143,6358,77174
PHX,Phoenix, AZ, Phoenix Sky Harbor International,February,2,Q1,2010,40210,483,591,480,5,62,14,255,1619,6,12096,13976,23666,31563,14834,134,3983,74180
SAN,San Diego, CA, San Diego International,February,2,Q1,2010,40210,292,344,156,6,28,12,113,826,4,4900,5843,13379,18512,4838,145,1590,38464
SEA,Seattle, WA, Seattle/Tacoma International,February,2,Q1,2010,40210,250,313,197,7,29,12,74,795,7,5827,6703,13179,17441,6202,167,2569,39558
SFO,San Francisco, CA, San Francisco International,February,2,Q1,2010,40210,339,815,1915,5,104,13,415,3177,55,6660,10307,22164,59540,122598,179,7659,212140
SLC,Salt Lake City, UT, Salt Lake City International,February,2,Q1,2010,40210,371,440,359,7,33,11,149,1211,6,8141,9507,20377,22384,10314,179,2624,55878
TPA,Tampa, FL, Tampa International,February,2,Q1,2010,40210,362,351,384,6,48,11,235,1148,4,4031,5418,18743,21971,14449,188,4656,60007
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,March,3,Q1,2010,40238,1393,2238,3446,7,194,15,912,7275,98,26901,35186,116301,174209,187886,553,18234,497183
BOS,Boston, MA, Logan International,March,3,Q1,2010,40238,592,624,1436,6,61,14,242,2720,32,6643,9637,35052,41917,68051,143,4661,149824
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,March,3,Q1,2010,40238,473,834,425,5,29,12,76,1768,7,6804,8655,23060,45649,13167,131,2123,84130
CLT,Charlotte, NC, Charlotte Douglas International,March,3,Q1,2010,40238,446,484,677,5,27,13,146,1636,23,8128,9933,25989,29644,23572,149,1990,81344
DCA,Washington, DC, Ronald Reagan Washington National,March,3,Q1,2010,40238,369,369,413,3,41,12,147,1194,5,5400,6746,19980,22236,12651,59,2408,57334
DEN,Denver, CO, Denver International,March,3,Q1,2010,40238,704,1330,710,10,86,12,402,2840,79,16908,20229,39611,74074,26253,325,7300,147563
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,March,3,Q1,2010,40238,821,1671,1308,8,299,14,324,4105,118,18428,22975,68106,100083,52257,197,19116,239759
DTW,Detroit, MI, Detroit Metro Wayne County,March,3,Q1,2010,40238,669,676,591,5,38,14,172,1978,9,11051,13210,41423,39981,17799,116,5002,104321
EWR,Newark, NJ, Newark Liberty International,March,3,Q1,2010,40238,375,564,2364,10,55,11,293,3370,28,6200,9891,28487,43135,160846,230,4513,237211
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,March,3,Q1,2010,40238,474,507,516,7,31,10,56,1534,23,4550,6163,27259,36656,21978,231,2619,88743
IAD,Washington, DC, Washington Dulles International,March,3,Q1,2010,40238,336,476,460,2,17,11,73,1294,6,4875,6248,19008,29736,13802,67,1665,64278
JFK,New York, NY, John F. Kennedy International,March,3,Q1,2010,40238,557,486,1669,3,61,9,450,2779,63,6788,10080,38075,36183,74775,153,4923,154109
LAS,Las Vegas, NV, McCarran International,March,3,Q1,2010,40238,507,777,394,8,57,13,65,1740,31,10353,12189,24936,39201,15583,221,3510,83451
LAX,Los Angeles, CA, Los Angeles International,March,3,Q1,2010,40238,718,957,512,16,55,14,193,2258,21,14370,16842,39028,53940,15666,440,4120,113194
LGA,New York, NY, LaGuardia,March,3,Q1,2010,40238,418,415,1464,0,129,15,279,2425,43,5687,8434,28131,31620,81876,14,8512,150153
MCO,Orlando, FL, Orlando International,March,3,Q1,2010,40238,720,861,791,12,40,11,62,2425,34,8571,11092,40746,56913,28605,386,3134,129784
MDW,Chicago, IL, Chicago Midway International,March,3,Q1,2010,40238,370,616,173,7,43,7,70,1209,37,5802,7118,17038,33109,5833,171,3304,59455
MIA,Miami, FL, Miami International,March,3,Q1,2010,40238,431,437,519,2,40,9,66,1428,13,4375,5882,28867,29967,19114,80,3682,81710
MSP,Minneapolis, MN, Minneapolis-St Paul International,March,3,Q1,2010,40238,529,461,398,9,43,13,102,1438,9,8799,10348,31828,26047,12192,215,3148,73430
ORD,Chicago, IL, Chicago O'Hare International,March,3,Q1,2010,40238,870,1691,2311,6,110,14,477,4990,66,21521,27054,66921,117606,141124,150,10425,336226
PDX,Portland, OR, Portland International,March,3,Q1,2010,40238,184,246,96,3,13,11,21,541,7,3758,4327,9258,13652,2849,72,761,26592
PHL,Philadelphia, PA, Philadelphia International,March,3,Q1,2010,40238,405,478,1215,6,89,13,116,2192,9,5239,7556,23788,31268,54410,205,6748,116419
PHX,Phoenix, AZ, Phoenix Sky Harbor International,March,3,Q1,2010,40238,604,769,431,9,38,14,124,1850,9,13759,15742,32618,37162,12728,239,2568,85315
SAN,San Diego, CA, San Diego International,March,3,Q1,2010,40238,316,456,140,6,32,13,54,947,13,5601,6615,13969,22766,4227,247,1636,42845
SEA,Seattle, WA, Seattle/Tacoma International,March,3,Q1,2010,40238,316,353,213,4,24,12,26,911,7,6727,7671,16964,19174,6450,137,1573,44298
SFO,San Francisco, CA, San Francisco International,March,3,Q1,2010,40238,377,694,1287,6,61,13,188,2423,13,8910,11534,25859,50051,79506,172,4121,159709
SLC,Salt Lake City, UT, Salt Lake City International,March,3,Q1,2010,40238,344,470,307,3,23,11,90,1146,23,9335,10594,18626,25243,8768,68,1470,54175
TPA,Tampa, FL, Tampa International,March,3,Q1,2010,40238,455,506,405,6,27,10,42,1397,36,4999,6474,24254,29792,15405,126,2312,71889
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,April,4,Q2,2010,40269,950,1295,1866,3,113,15,254,4227,79,29617,34177,73349,95114,98467,183,10079,277192
BOS,Boston, MA, Logan International,April,4,Q2,2010,40269,388,390,500,3,32,15,58,1312,7,7986,9363,20146,21281,18527,159,1774,61887
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,April,4,Q2,2010,40269,324,536,222,1,30,12,19,1115,37,7443,8614,15291,27073,8455,18,2813,53650
CLT,Charlotte, NC, Charlotte Douglas International,April,4,Q2,2010,40269,297,276,353,5,30,13,42,958,12,8734,9746,17088,14727,10764,148,1907,44634
DCA,Washington, DC, Ronald Reagan Washington National,April,4,Q2,2010,40269,332,207,211,3,21,12,60,774,10,5639,6483,16567,10748,6398,100,1600,35413
DEN,Denver, CO, Denver International,April,4,Q2,2010,40269,588,1053,816,11,70,13,154,2537,46,16322,19059,33097,56564,28026,350,4689,122726
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,April,4,Q2,2010,40269,676,1093,779,5,119,14,159,2672,35,19305,22171,50996,60606,26092,104,7346,145144
DTW,Detroit, MI, Detroit Metro Wayne County,April,4,Q2,2010,40269,636,582,689,7,21,15,91,1936,9,11516,13552,44477,31168,20226,175,1525,97571
EWR,Newark, NJ, Newark Liberty International,April,4,Q2,2010,40269,257,344,1083,6,37,12,45,1724,21,7878,9668,17273,20119,46027,248,1997,85664
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,April,4,Q2,2010,40269,281,279,256,2,18,10,12,838,19,4658,5527,13969,15863,9342,44,1362,40580
IAD,Washington, DC, Washington Dulles International,April,4,Q2,2010,40269,235,266,191,4,13,11,37,710,12,5486,6245,13417,15787,6817,169,736,36926
JFK,New York, NY, John F. Kennedy International,April,4,Q2,2010,40269,383,292,723,6,16,9,79,1419,34,7729,9261,28583,17766,32913,234,1280,80776
LAS,Las Vegas, NV, McCarran International,April,4,Q2,2010,40269,502,642,440,8,39,13,56,1634,34,10350,12074,24513,31210,13924,325,3442,73414
LAX,Los Angeles, CA, Los Angeles International,April,4,Q2,2010,40269,688,807,617,15,39,14,118,2164,19,14021,16322,36772,45893,18479,384,2287,103815
LGA,New York, NY, LaGuardia,April,4,Q2,2010,40269,356,266,614,2,32,15,77,1271,19,7256,8623,20586,14809,22271,52,1818,59536
MCO,Orlando, FL, Orlando International,April,4,Q2,2010,40269,476,431,380,9,26,11,26,1321,17,9184,10548,24270,20477,12469,212,1658,59086
MDW,Chicago, IL, Chicago Midway International,April,4,Q2,2010,40269,313,427,157,2,26,7,26,925,15,6155,7121,11984,20359,5374,82,1720,39519
MIA,Miami, FL, Miami International,April,4,Q2,2010,40269,357,429,353,2,21,9,63,1163,34,4527,5787,25330,25042,12825,60,1138,64395
MSP,Minneapolis, MN, Minneapolis-St Paul International,April,4,Q2,2010,40269,446,414,570,0,24,14,61,1454,12,8185,9712,28723,19915,15996,10,1316,65960
ORD,Chicago, IL, Chicago O'Hare International,April,4,Q2,2010,40269,708,1358,2185,8,67,14,389,4323,28,21014,25754,50594,86457,143513,304,6207,287075
PDX,Portland, OR, Portland International,April,4,Q2,2010,40269,160,175,120,1,13,11,16,471,1,3735,4223,6924,9216,3273,67,714,20194
PHL,Philadelphia, PA, Philadelphia International,April,4,Q2,2010,40269,253,233,447,4,23,13,41,961,11,6166,7179,12856,13722,19300,136,2233,48247
PHX,Phoenix, AZ, Phoenix Sky Harbor International,April,4,Q2,2010,40269,478,666,503,3,35,14,115,1685,10,13204,15014,23457,32935,13314,63,2253,72022
SAN,San Diego, CA, San Diego International,April,4,Q2,2010,40269,328,367,219,2,14,13,21,929,9,5534,6493,14388,17133,6258,169,601,38549
SEA,Seattle, WA, Seattle/Tacoma International,April,4,Q2,2010,40269,269,252,219,2,17,12,16,761,7,6741,7525,13561,14067,6065,60,1012,34765
SFO,San Francisco, CA, San Francisco International,April,4,Q2,2010,40269,442,607,1256,10,42,13,162,2356,12,8706,11236,26919,41721,81668,455,3345,154108
SLC,Salt Lake City, UT, Salt Lake City International,April,4,Q2,2010,40269,325,529,404,5,18,12,96,1281,19,8544,9940,16839,28469,10936,146,1275,57665
TPA,Tampa, FL, Tampa International,April,4,Q2,2010,40269,282,262,214,2,17,10,11,777,36,5349,6173,13121,12897,7058,83,1827,34986
ATL,Atlanta, GA, Hartsfield-Jackson Atlanta International,May,5,Q2,2010,40299,1424,2181,3414,9,221,14,484,7247,123,27002,34856,115824,153104,183080,276,20431,472715
BOS,Boston, MA, Logan International,May,5,Q2,2010,40299,406,474,638,0,51,16,102,1569,8,7681,9360,21456,27559,27339,13,4483,80850
BWI,Baltimore, MD, Baltimore/Washington International Thurgood Marshall,May,5,Q2,2010,40299,384,670,447,4,73,12,39,1579,16,7520,9154,19308,38368,19894,126,5488,83184
CLT,Charlotte, NC, Charlotte Douglas International,May,5,Q2,2010,40299,377,483,717,2,39,13,72,1616,16,8648,10352,22365,28336,26861,69,3174,80805
DCA,Washington, DC, Ronald Reagan Washington National,May,5,Q2,2010,40299,372,344,467,4,29,13,107,1217,14,5224,6562,19679,21083,19337,75,2301,62475
DEN,Denver, CO, Denver International,May,5,Q2,2010,40299,636,1225,1172,9,124,12,233,3165,125,16367,19890,41073,76198,62161,256,13786,193474
DFW,Dallas/Fort Worth, TX, Dallas/Fort Worth International,May,5,Q2,2010,40299,908,1645,1449,4,265,15,496,4267,185,17721,22669,71586,102688,68122,105,22123,264624
DTW,Detroit, MI, Detroit Metro Wayne County,May,5,Q2,2010,40299,756,968,1254,2,111,15,220,3092,64,10000,13376,56694,57122,47867,97,9188,170968
EWR,Newark, NJ, Newark Liberty International,May,5,Q2,2010,40299,289,425,1545,4,48,10,124,2311,45,6870,9350,22933,29517,97199,239,3344,153232
FLL,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International,May,5,Q2,2010,40299,257,248,196,2,24,9,23,725,12,4211,4971,13608,14754,6906,75,2002,37345
IAD,Washington, DC, Washington Dulles International,May,5,Q2,2010,40299,266,407,312,2,20,12,90,1004,24,5410,6528,15348,26946,12519,33,1053,55899
JFK,New York, NY, John F. Kennedy International,May,5,Q2,2010,40299,462,364,1309,3,44,9,213,2182,44,6805,9244,31137,23990,75515,181,3227,134050
LAS,Las Vegas, NV, McCarran International,May,5,Q2,2010,40299,574,1011,582,8,43,13,54,2221,6,10196,12477,28717,52924,18551,262,3858,104312
LAX,Los Angeles, CA, Los Angeles International,May,5,Q2,2010,40299,829,1028,867,10,80,14,152,2814,23,13937,16926,44794,61374,28361,234,6538,141301
LGA,New York, NY, LaGuardia,May,5,Q2,2010,40299,420,416,1138,0,74,15,198,2051,38,6744,9031,25730,25885,57024,0,4917,113556
MCO,Orlando, FL, Orlando International,May,5,Q2,2010,40299,520,609,436,3,35,10,38,1604,11,8818,10471,28244,39044,15841,66,3307,86502
MDW,Chicago, IL, Chicago Midway International,May,5,Q2,2010,40299,303,610,286,9,56,7,24,1265,22,6075,7386,15032,33585,11509,209,4692,65027
MIA,Miami, FL, Miami International,May,5,Q2,2010,40299,377,491,335,3,33,9,72,1238,12,4594,5916,24498,30119,12368,146,2341,69472
MSP,Minneapolis, MN, Minneapolis-St Paul International,May,5,Q2,2010,40299,591,666,782,3,44,15,94,2087,8,8129,10318,35576,37121,23031,125,3033,98886
ORD,Chicago, IL, Chicago O'Hare International,May,5,Q2,2010,40299,883,2044,3314,8,146,14,720,6396,97,19266,26479,66579,155467,234627,192,14088,470953
PDX,Portland, OR, Portland International,May,5,Q2,2010,40299,190,275,132,1,13,11,32,612,3,3856,4503,9541,14847,4195,41,1073,29697
PHL,Philadelphia, PA, Philadelphia International,May,5,Q2,2010,40299,309,375,665,1,48,15,61,1397,15,5951,7424,16933,23817,24971,20,4110,69851
